forecast_id,region,seasonality_index,discount_pct,forecast_accurate
183,D,400.48,0.322,1
184,C,329.11,0.083,1
185,A,440.66,0.195,1
186,C,451.31,0.122,1
187,D,388.49,0.49,1
188,A,126.02,0.468,0
189,C,51.46,0.22,0
190,D,84.95,0.183,0
191,A,145.78,0.387,0
192,B,47.14,0.153,0
193,D,227.34,0.234,0
194,D,17.25,0.073,0
195,B,92.92,0.057,0
196,C,487.52,0.168,1
197,C,46.06,0.055,0
198,A,174.34,0.085,0
199,A,409.58,0.469,1
200,C,317.29,0.234,1
201,C,193.35,0.334,0
202,D,301.54,0.172,1
203,D,462.58,0.451,1
204,C,370.09,0.395,1
205,A,193.21,0.067,0
206,A,338.06,0.162,1
207,C,360.34,0.499,1
208,C,171.61,0.334,0
209,C,297.9,0.293,1
210,D,81.77,0.335,0
211,B,221.32,0.39,0
212,D,131.92,0.302,0
213,D,279.71,0.262,1
214,D,215.7,0.369,0
215,A,157.1,0.013,0
216,A,133.58,0.433,0
217,A,106.34,0.022,0
218,D,95.72,0.347,0
219,D,160.73,0.472,0
220,D,296.05,0.329,1
221,B,277.23,0.418,1
222,A,179.48,0.163,0
223,D,336.03,0.366,1
224,B,284.0,0.042,1
225,D,240.98,0.088,0
226,C,45.93,0.454,0
227,D,329.59,0.343,1
228,C,214.21,0.365,0
229,C,21.52,0.434,0
230,D,189.69,0.245,0
231,C,28.55,0.375,0
232,B,18.51,0.088,0
233,B,47.61,0.417,0
234,B,273.13,0.361,0
235,B,272.48,0.268,0
236,C,90.81,0.27,0
237,A,135.26,0.126,0
238,B,139.03,0.383,0
239,A,14.96,0.272,0
240,A,262.8,0.05,0
241,A,359.81,0.152,1
242,A,133.84,0.031,0
243,D,120.39,0.405,0
244,A,270.01,0.379,0
245,D,203.92,0.21,0
246,C,143.15,0.372,0
247,A,92.55,0.46,0
248,D,218.46,0.322,0
249,A,473.47,0.098,1
250,B,108.93,0.488,0
251,B,363.78,0.231,1
252,B,21.9,0.38,0
253,D,281.15,0.366,1
254,C,105.63,0.102,0
255,D,177.77,0.039,0
256,B,18.54,0.107,0
257,D,422.15,0.109,1
258,B,188.33,0.404,0
259,C,99.17,0.201,0
260,A,140.49,0.42,0
261,D,427.29,0.399,1
262,B,80.18,0.477,0
263,C,164.92,0.258,0
264,C,282.37,0.308,1
265,C,55.99,0.034,0
266,D,344.83,0.024,1
267,D,157.84,0.226,0
268,A,324.87,0.395,1
269,A,297.5,0.335,1
270,D,321.74,0.157,1
271,C,304.54,0.493,1
272,C,36.31,0.378,0
273,B,67.62,0.139,0
274,B,62.52,0.131,0
275,D,236.83,0.099,0
276,A,30.39,0.474,0
277,A,335.28,0.077,1
278,C,117.55,0.412,0
279,A,55.22,0.338,0
280,A,401.23,0.052,1
281,B,158.96,0.209,0
282,B,306.78,0.466,1
283,C,452.5,0.351,1
284,A,412.35,0.352,1
285,C,325.3,0.01,1
286,D,431.69,0.317,1
287,B,334.99,0.143,1
288,D,167.61,0.356,0
289,B,459.01,0.423,1
290,D,267.87,0.003,0
291,D,229.28,0.233,0
292,C,228.32,0.376,0
293,D,380.54,0.274,1
294,B,245.81,0.366,0
295,B,24.93,0.115,0
296,A,83.56,0.173,0
297,D,53.23,0.359,0
298,C,27.41,0.193,0
299,C,369.0,0.428,1
300,C,82.47,0.343,0
301,C,271.59,0.159,0
302,A,492.95,0.124,1
303,B,409.78,0.029,1
304,C,283.37,0.409,1
305,B,126.47,0.483,0
306,B,360.16,0.11,1
307,C,303.41,0.115,1
308,B,177.88,0.382,0
309,B,236.64,0.498,0
310,D,397.83,0.191,1
311,C,102.45,0.491,0
312,C,56.57,0.34,0
313,A,38.61,0.038,0
314,A,440.45,0.128,1
315,A,367.14,0.481,1
316,C,295.09,0.392,1
317,C,20.51,0.468,0
318,D,347.25,0.419,1
319,D,78.77,0.386,0
320,D,97.09,0.002,0
321,C,372.62,0.106,1
322,A,17.37,0.499,0
323,B,268.0,0.134,0
324,C,34.43,0.006,0
325,B,229.03,0.173,0
326,A,23.77,0.336,0
327,D,316.72,0.374,1
328,C,452.8,0.258,1
329,C,139.29,0.047,0
330,D,60.64,0.266,0
331,C,304.84,0.161,1
332,B,166.3,0.216,0
333,B,47.2,0.002,0
334,A,11.11,0.175,0
335,C,471.67,0.115,1
336,A,480.6,0.485,1
337,A,377.88,0.389,1
338,A,335.59,0.047,1
339,A,80.79,0.17,0
340,A,297.18,0.103,1
341,D,22.87,0.232,0
342,A,237.23,0.252,0
343,A,233.94,0.478,0
344,B,458.23,0.272,1
345,B,253.04,0.391,0
346,C,318.89,0.418,1
347,D,482.27,0.376,1
348,A,308.89,0.24,1
349,C,411.63,0.142,1
350,A,442.66,0.286,1
351,C,453.73,0.185,1
352,B,317.21,0.4,1
353,D,217.78,0.153,0
354,A,238.44,0.097,0
355,C,155.51,0.067,0
356,D,493.81,0.359,1
357,C,412.22,0.446,1
358,B,432.99,0.271,1
359,D,188.11,0.414,0
360,B,170.29,0.007,0
361,D,85.27,0.01,0
362,B,264.38,0.303,0
363,A,403.89,0.015,1
364,A,341.62,0.21,1
365,C,72.51,0.468,0
366,C,85.69,0.415,0
367,C,187.14,0.19,0
368,A,252.27,0.253,0
369,B,343.07,0.331,1
370,B,67.55,0.055,0
371,B,284.53,0.5,1
372,D,55.5,0.444,0
373,B,32.37,0.13,0
374,C,405.99,0.16,1
375,C,13.87,0.154,0
376,A,145.63,0.285,0
377,A,90.94,0.075,0
378,D,120.46,0.405,0
379,A,485.88,0.075,1
380,D,76.83,0.223,0
381,D,402.41,0.334,1
382,A,426.98,0.221,1
383,D,238.66,0.476,0
384,B,324.04,0.493,1
385,B,385.31,0.429,1
386,D,147.71,0.089,0
387,A,378.57,0.404,1
388,C,232.41,0.071,0
389,A,106.49,0.237,0
390,A,433.74,0.08,1
391,B,213.09,0.183,0
392,D,30.87,0.371,0
393,A,363.94,0.154,1
394,A,453.41,0.045,1
395,C,445.72,0.231,1
396,B,423.31,0.029,1
397,D,478.03,0.389,1
398,D,432.38,0.372,1
399,B,256.87,0.441,0
400,B,317.28,0.442,1
401,C,217.15,0.005,0
402,D,401.81,0.022,1
403,A,39.73,0.278,0
404,D,62.9,0.43,0
405,A,368.48,0.12,1
406,A,418.41,0.389,1
407,B,368.2,0.418,1
408,B,139.49,0.039,0
409,C,150.87,0.266,0
410,B,120.28,0.427,0
411,A,92.47,0.141,0
412,A,59.54,0.215,0
413,C,307.31,0.335,1
414,A,241.87,0.257,0
415,B,412.59,0.143,1
416,C,385.33,0.164,1
417,B,68.68,0.008,0
418,C,145.8,0.233,0
419,B,137.49,0.271,0
420,C,262.99,0.287,0
421,D,197.89,0.328,0
422,D,409.76,0.327,1
423,D,86.13,0.48,0
424,A,199.74,0.287,0
425,A,294.72,0.182,1
426,B,138.77,0.067,0
427,C,32.16,0.198,0
428,C,86.72,0.381,0
429,D,109.76,0.128,0
430,D,189.05,0.361,0
431,A,385.05,0.246,1
432,C,20.67,0.208,0
433,C,272.4,0.054,0
434,D,166.58,0.338,0
435,A,446.35,0.379,1
436,D,332.04,0.13,1
437,C,418.81,0.13,1
438,B,154.33,0.447,0
439,D,419.33,0.491,1
440,A,229.86,0.337,0
441,A,229.66,0.186,0
442,C,223.73,0.115,0
443,A,345.72,0.139,1
444,A,179.72,0.056,0
445,B,203.29,0.418,0
446,C,103.98,0.148,0
447,C,233.71,0.432,0
448,D,285.77,0.131,1
449,C,47.58,0.32,0
450,B,152.22,0.06,0
451,D,357.16,0.492,1
452,D,204.08,0.141,0
453,A,348.48,0.354,1
454,A,239.44,0.331,0
455,C,413.68,0.328,1
456,B,152.78,0.319,0
457,A,221.91,0.012,0
458,A,171.7,0.495,0
459,C,330.76,0.367,1
460,B,440.91,0.398,1
461,D,390.58,0.434,1
462,D,35.14,0.135,0
463,B,149.81,0.377,0
464,A,341.99,0.106,1
465,D,436.45,0.404,1
466,C,93.74,0.137,0
467,A,126.5,0.114,0
468,C,339.58,0.366,1
469,B,269.81,0.422,0
470,B,309.68,0.094,1
471,C,358.83,0.476,1
472,A,358.55,0.259,1
473,A,410.15,0.115,1
474,A,232.55,0.477,0
475,D,488.17,0.164,1
476,C,255.23,0.262,0
477,A,187.78,0.256,0
478,D,323.59,0.342,1
479,C,224.91,0.16,0
480,C,293.56,0.494,1
481,B,499.03,0.095,1
482,B,447.09,0.225,1
483,D,63.22,0.468,0
484,C,423.64,0.488,1
485,B,159.27,0.37,0
486,B,106.65,0.315,0
487,D,319.18,0.42,1
488,B,418.6,0.378,1
489,D,162.05,0.269,0
490,A,462.23,0.161,1
491,D,401.47,0.275,1
492,A,374.31,0.385,1
493,B,436.37,0.359,1
494,C,51.41,0.101,0
495,B,40.19,0.456,0
496,B,484.04,0.144,1
497,C,235.1,0.145,0
498,B,378.42,0.107,1
499,C,122.75,0.492,0
500,D,410.25,0.015,1
501,D,84.98,0.104,0
502,C,315.78,0.376,1
503,C,34.02,0.214,0
504,A,234.76,0.359,0
505,B,146.35,0.237,0
506,D,258.32,0.346,0
507,D,152.94,0.351,0
508,C,184.59,0.331,0
509,D,181.79,0.397,0
510,C,32.65,0.251,0
511,A,495.74,0.5,1
512,C,161.06,0.383,0
513,C,153.77,0.066,0
514,B,356.3,0.071,1
515,D,276.88,0.436,1
516,A,410.69,0.266,1
517,D,493.54,0.376,1
518,C,216.22,0.44,0
519,A,129.09,0.053,0
520,A,292.34,0.384,1
521,D,328.35,0.5,1
522,B,150.12,0.213,0
523,C,40.66,0.399,0
524,C,327.01,0.453,1
525,A,233.63,0.21,0
526,B,118.2,0.085,0
527,A,432.98,0.225,1
528,C,133.45,0.043,0
529,A,268.72,0.339,0
530,B,397.5,0.357,1
531,A,133.39,0.247,0
532,D,43.59,0.214,0
533,B,212.0,0.128,0
534,B,381.98,0.228,1
535,D,296.38,0.42,1
536,C,89.69,0.156,0
537,C,483.85,0.19,1
538,D,127.69,0.19,0
539,D,410.62,0.428,1
540,B,388.99,0.337,1
541,D,417.59,0.094,1
542,C,25.1,0.426,0
543,D,376.67,0.105,1
544,C,38.6,0.499,0
545,D,338.5,0.093,1
546,D,105.79,0.32,0
547,A,12.36,0.213,0
548,B,365.57,0.006,1
549,B,74.81,0.099,0
550,D,100.02,0.432,0
551,C,201.42,0.366,0
552,D,372.81,0.425,1
553,A,33.14,0.309,0
554,B,262.03,0.389,0
555,C,164.15,0.22,0
556,A,376.96,0.376,1
557,D,300.19,0.161,1
558,B,243.89,0.35,0
559,C,386.11,0.258,1
560,C,30.98,0.103,0
561,D,292.52,0.128,1
562,B,297.42,0.126,1
563,B,438.64,0.338,1
564,B,121.67,0.338,0
565,A,445.16,0.206,1
566,C,31.41,0.009,0
567,C,270.6,0.212,0
568,A,314.98,0.499,1
569,D,118.76,0.017,0
570,D,468.68,0.247,1
571,C,304.89,0.208,1
572,D,474.41,0.039,1
573,C,385.22,0.325,1
574,D,424.85,0.437,1
575,D,32.56,0.255,0
576,D,262.71,0.227,0
577,B,401.31,0.392,1
578,C,302.86,0.154,1
579,C,58.36,0.374,0
580,D,387.92,0.464,1
581,A,187.77,0.325,0
582,D,364.1,0.329,1
583,B,407.8,0.375,1
584,D,210.59,0.148,0
585,A,343.19,0.485,1
586,B,126.52,0.35,0
587,A,199.58,0.012,0
588,B,114.09,0.454,0
589,D,21.53,0.213,0
590,B,175.77,0.126,0
591,A,31.68,0.312,0
592,D,260.45,0.137,0
593,C,297.61,0.136,1
594,C,327.48,0.019,1
595,D,184.04,0.449,0
596,B,326.55,0.495,1
597,A,356.99,0.249,1
598,B,387.43,0.359,1
599,C,386.24,0.443,1
600,B,448.64,0.32,1
601,B,291.43,0.097,1
602,B,393.27,0.42,1
603,B,289.85,0.139,1
604,B,436.29,0.208,1
605,D,269.98,0.253,0
606,A,103.62,0.137,0
607,C,422.18,0.143,1
608,C,490.08,0.359,1
609,D,251.08,0.073,0
610,D,313.42,0.242,1
611,A,325.09,0.401,1
612,D,62.88,0.157,0
613,B,179.27,0.409,0
614,D,228.33,0.351,0
615,A,17.86,0.299,0
616,B,181.69,0.482,0
617,B,85.03,0.247,0
618,C,271.32,0.237,0
619,A,75.32,0.221,0
620,B,427.72,0.285,1
621,A,438.84,0.42,1
622,A,453.39,0.193,1
623,C,47.05,0.142,0
624,B,67.8,0.373,0
625,C,193.65,0.242,0
626,D,210.84,0.363,0
627,C,412.23,0.463,1
628,C,356.13,0.246,1
629,B,135.73,0.124,0
630,B,346.6,0.408,1
631,C,270.12,0.306,0
632,B,400.75,0.458,1
633,A,318.52,0.365,1
634,C,133.8,0.349,0
635,A,62.95,0.225,0
636,A,235.3,0.248,0
637,C,216.31,0.483,0
638,A,382.88,0.171,1
639,A,453.46,0.329,1
640,C,202.62,0.358,0
641,B,95.62,0.051,0
642,C,329.03,0.31,1
643,D,291.01,0.051,1
644,A,457.43,0.317,1
645,C,90.13,0.203,0
646,C,316.98,0.096,1
647,D,494.87,0.39,1
648,B,37.55,0.268,0
649,D,383.64,0.458,1
650,C,396.39,0.338,1
651,A,422.78,0.095,1
652,C,324.87,0.409,1
653,B,454.45,0.469,1
654,D,129.64,0.252,0
655,A,351.68,0.479,1
656,C,130.62,0.14,0
657,C,384.18,0.191,1
658,A,368.39,0.213,1
659,A,332.45,0.05,1
660,B,121.87,0.371,0
661,B,496.65,0.153,1
662,C,299.19,0.153,1
663,B,90.78,0.364,0
664,D,360.6,0.205,1
665,C,349.27,0.044,1
666,C,195.6,0.467,0
667,B,125.28,0.43,0
668,B,178.77,0.128,0
669,A,96.77,0.229,0
670,D,281.19,0.424,1
671,A,325.8,0.03,1
672,C,270.96,0.375,0
673,C,448.03,0.384,1
674,D,165.6,0.343,0
675,C,80.12,0.016,0
676,A,163.65,0.131,0
677,C,467.09,0.182,1
678,A,115.24,0.407,0
679,A,353.23,0.049,1
680,C,234.08,0.106,0
681,C,179.24,0.369,0
682,A,118.79,0.327,0
683,B,269.35,0.203,0
684,C,35.32,0.157,0
685,B,65.33,0.158,0
686,A,303.24,0.315,1
687,B,340.8,0.012,1
688,C,323.4,0.031,1
689,C,285.07,0.492,1
690,C,57.16,0.381,0
691,A,173.83,0.478,0
692,D,21.69,0.264,0
693,D,108.02,0.403,0
694,B,118.96,0.019,0
695,A,484.32,0.447,1
696,C,241.68,0.339,0
697,D,416.13,0.34,1
698,A,225.63,0.43,0
699,D,435.39,0.458,1
700,B,435.04,0.435,1
701,D,65.4,0.159,0
702,D,405.35,0.141,1
703,D,375.94,0.022,1
704,B,491.56,0.168,1
705,D,315.74,0.099,1
706,B,376.02,0.229,1
707,A,436.03,0.208,1
708,B,492.54,0.41,1
709,B,91.07,0.03,0
710,A,257.22,0.13,0
711,C,334.61,0.171,1
712,B,386.38,0.498,1
713,D,249.68,0.12,0
714,C,446.61,0.462,1
715,C,269.14,0.312,0
716,D,355.4,0.12,1
717,A,393.88,0.17,1
718,A,153.16,0.044,0
719,C,383.77,0.439,1
720,C,76.61,0.032,0
721,A,37.4,0.355,0
722,D,280.75,0.297,1
723,D,244.81,0.016,0
724,B,243.45,0.136,0
725,C,19.9,0.089,0
726,A,196.46,0.438,0
727,A,152.83,0.189,0
728,D,386.24,0.388,1
729,D,356.08,0.289,1
730,C,362.29,0.258,1
731,B,478.12,0.321,1
732,A,352.86,0.431,1
733,A,383.21,0.022,1
734,D,307.59,0.318,1
735,C,367.24,0.307,1
736,C,111.43,0.127,0
737,D,309.42,0.033,1
738,B,483.64,0.201,1
739,A,37.67,0.205,0
740,D,107.84,0.473,0
741,B,495.14,0.47,1
742,B,53.44,0.273,0
743,B,448.07,0.448,1
744,A,498.76,0.427,1
745,B,443.21,0.121,1
746,A,123.38,0.117,0
747,D,98.18,0.059,0
748,A,107.93,0.476,0
749,C,310.64,0.146,1
750,C,113.25,0.167,0
751,A,275.37,0.423,0
752,A,315.25,0.033,1
753,D,257.79,0.017,0
754,D,237.98,0.308,0
755,D,352.76,0.107,1
756,A,396.51,0.197,1
757,C,325.03,0.31,1
758,A,328.79,0.166,1
759,D,301.02,0.177,1
760,C,461.0,0.113,1
761,A,259.95,0.431,0
762,A,330.36,0.097,1
763,A,73.22,0.058,0
764,A,496.68,0.272,1
765,A,109.86,0.271,0
766,A,373.12,0.264,1
767,A,158.32,0.122,0
768,D,70.78,0.033,0
769,C,492.89,0.478,1
770,D,228.17,0.491,0
771,B,117.94,0.094,0
772,A,229.79,0.199,0
773,D,51.96,0.031,0
774,C,148.19,0.277,0
775,C,121.59,0.445,0
776,C,301.55,0.121,1
777,B,126.26,0.413,0
778,D,459.89,0.498,1
779,A,121.94,0.089,0
780,A,286.32,0.096,1
781,A,23.49,0.18,0
782,D,121.68,0.105,0
783,D,304.56,0.428,1
784,D,440.87,0.352,1
785,D,104.94,0.448,0
786,C,200.88,0.075,0
787,D,364.46,0.172,1
788,A,274.18,0.338,0
789,A,418.75,0.255,1
790,D,28.44,0.299,0
791,B,33.44,0.068,0
792,B,32.33,0.04,0
793,D,262.68,0.424,0
794,C,300.69,0.117,1
795,C,45.48,0.099,0
796,B,422.76,0.433,1
797,B,362.94,0.042,1
798,B,446.45,0.369,1
799,A,166.77,0.174,0
800,C,477.68,0.071,1
801,C,233.77,0.329,0
802,C,403.02,0.395,1
803,C,36.45,0.327,0
804,A,320.78,0.205,1
805,B,255.3,0.491,0
806,A,481.36,0.458,1
807,D,493.5,0.35,1
808,B,431.6,0.102,1
809,A,226.92,0.327,0
810,B,195.83,0.327,0
811,B,165.7,0.328,0
812,C,90.33,0.216,0
813,C,186.52,0.067,0
814,A,147.43,0.399,0
815,B,303.8,0.32,1
816,B,155.06,0.187,0
817,C,69.22,0.285,0
818,A,189.61,0.203,0
819,D,472.37,0.348,1
820,C,328.71,0.363,1
821,A,40.56,0.254,0
822,A,412.38,0.268,1
823,C,321.81,0.472,1
824,B,479.81,0.428,1
825,B,199.77,0.13,0
826,C,246.27,0.246,0
827,A,51.07,0.112,0
828,D,271.06,0.494,0
829,A,174.31,0.374,0
830,B,317.91,0.398,1
831,C,224.15,0.053,0
832,C,297.32,0.241,1
833,D,228.85,0.178,0
834,D,203.05,0.073,0
835,D,407.52,0.102,1
836,C,446.44,0.087,1
837,D,413.49,0.119,1
838,D,231.41,0.301,0
839,C,413.39,0.441,1
840,C,494.85,0.375,1
841,A,369.68,0.162,1
842,A,411.94,0.472,1
843,C,208.08,0.326,0
844,A,431.75,0.495,1
845,B,208.76,0.19,0
846,A,55.11,0.463,0
847,C,144.71,0.333,0
848,C,421.78,0.305,1
849,A,226.56,0.214,0
850,A,322.51,0.489,1
851,B,174.08,0.278,0
852,A,287.8,0.049,1
853,C,376.01,0.374,1
854,C,67.74,0.444,0
855,D,284.73,0.213,1
856,D,95.52,0.084,0
857,D,453.46,0.418,1
858,D,330.06,0.079,1
859,D,395.57,0.21,1
860,C,178.03,0.209,0
861,D,78.16,0.142,0
862,D,30.89,0.044,0
863,D,425.72,0.415,1
864,C,204.3,0.14,0
865,A,396.68,0.142,1
866,A,355.74,0.307,1
867,B,18.09,0.392,0
868,D,204.91,0.214,0
869,A,92.32,0.19,0
870,B,266.46,0.396,0
871,A,121.06,0.484,0
872,D,30.1,0.239,0
873,C,341.75,0.471,1
874,C,139.33,0.155,0
875,D,358.0,0.368,1
876,B,57.14,0.068,0
877,D,394.15,0.33,1
878,A,148.56,0.204,0
879,D,27.94,0.124,0
880,A,322.5,0.152,1
881,D,116.02,0.047,0
882,C,59.94,0.052,0
883,B,356.98,0.351,1
884,D,208.35,0.485,0
885,B,334.14,0.112,1
886,D,142.99,0.162,0
887,D,440.97,0.358,1
888,D,297.44,0.338,1
889,C,75.53,0.048,0
890,B,388.3,0.076,1
891,B,443.89,0.024,1
892,D,286.31,0.367,1
893,D,380.42,0.071,1
894,B,319.24,0.064,1
895,C,117.29,0.098,0
896,D,354.51,0.004,1
897,B,183.35,0.029,0
898,B,218.71,0.048,0
899,D,463.2,0.179,1
900,C,16.26,0.063,0
901,C,86.07,0.331,0
902,C,185.56,0.085,0
903,A,380.93,0.156,1
904,B,278.56,0.215,1
905,B,311.67,0.305,1
906,B,489.18,0.413,1
907,A,222.73,0.313,0
908,B,47.63,0.291,0
909,B,77.61,0.455,0
910,A,260.79,0.029,0
911,A,394.17,0.118,1
912,B,286.92,0.265,1
913,D,43.92,0.167,0
914,D,59.23,0.303,0
915,B,282.11,0.024,1
916,A,63.79,0.244,0
917,C,269.77,0.053,0
918,D,261.52,0.278,0
919,A,458.26,0.22,1
920,C,212.11,0.483,0
921,D,240.8,0.261,0
922,D,17.98,0.324,0
923,C,22.12,0.237,0
924,A,137.23,0.47,0
925,C,471.22,0.064,1
926,B,211.14,0.147,0
927,C,222.04,0.312,0
928,C,198.45,0.079,0
929,A,15.07,0.419,0
930,B,199.96,0.415,0
931,A,399.55,0.423,1
932,B,110.22,0.21,0
933,C,12.33,0.465,0
934,B,427.44,0.255,1
935,C,153.15,0.351,0
936,A,417.49,0.443,1
937,C,370.99,0.397,1
938,C,284.94,0.078,1
939,D,446.39,0.484,1
940,B,429.14,0.16,1
941,A,367.38,0.21,1
942,B,235.44,0.499,0
943,A,255.04,0.204,0
944,C,129.85,0.29,0
945,A,226.32,0.397,0
946,B,23.12,0.317,0
947,D,461.92,0.055,1
948,C,48.52,0.45,0
949,C,460.73,0.256,1
950,B,126.89,0.183,0
951,A,74.88,0.179,0
952,D,85.22,0.09,0
953,A,321.97,0.296,1
954,C,444.66,0.4,1
955,D,280.92,0.166,1
956,A,95.53,0.463,0
957,C,256.06,0.253,0
958,C,415.09,0.334,1
959,D,474.56,0.312,1
960,B,305.72,0.362,1
961,C,198.23,0.061,0
962,A,472.54,0.351,1
963,C,376.59,0.461,1
964,B,103.95,0.177,0
965,A,267.03,0.416,0
966,B,307.42,0.283,1
967,C,54.8,0.001,0
968,A,443.44,0.072,1
969,C,92.37,0.403,0
970,D,306.87,0.231,1
971,C,223.04,0.49,0
972,D,215.67,0.326,0
973,A,176.24,0.038,0
974,C,326.92,0.494,1
975,B,492.37,0.192,1
976,C,275.58,0.337,1
977,A,447.7,0.48,1
978,C,87.75,0.289,0
979,B,387.74,0.433,1
980,B,87.97,0.383,0
981,D,327.77,0.292,1
982,C,326.41,0.021,1
983,A,110.65,0.165,0
984,C,16.03,0.134,0
985,A,448.29,0.271,1
986,B,88.93,0.235,0
987,D,214.45,0.237,0
988,B,17.63,0.289,0
989,A,44.23,0.472,0
990,B,208.63,0.491,0
991,B,112.75,0.22,0
992,C,168.46,0.205,0
993,C,480.28,0.119,1
994,D,275.51,0.223,0
995,D,236.48,0.321,0
